index,store_name,city,state,date,store_segment,store_latitude,store_longitude,sales,pedidos,avg_ticket,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,y
29498,ASOI ,CURITIBA,PR,2021-04-26,FOOD,-25.477073,-49.28966,901.5,0,31.09,1686.42,1183.98,384.98,299.36,831.14,708.1,387.4,1521.28,356.28,405.46,613.76,181.98,90.98,485.27,793.22,619.5,333.95,740.26,434.98,189.48,287.0,364.5,264.5,172.0,193.5,393.5,416.0,377.5,351.5,660.0
29714,ASOI ,CURITIBA,PR,2021-04-27,FOOD,-25.477073,-49.28966,660.0,0,31.43,901.5,1686.42,1183.98,384.98,299.36,831.14,708.1,387.4,1521.28,356.28,405.46,613.76,181.98,90.98,485.27,793.22,619.5,333.95,740.26,434.98,189.48,287.0,364.5,264.5,172.0,193.5,393.5,416.0,377.5,347.78
30227,ASOI ,CURITIBA,PR,2021-04-28,FOOD,-25.477073,-49.28966,347.78,0,49.68,660.0,901.5,1686.42,1183.98,384.98,299.36,831.14,708.1,387.4,1521.28,356.28,405.46,613.76,181.98,90.98,485.27,793.22,619.5,333.95,740.26,434.98,189.48,287.0,364.5,264.5,172.0,193.5,393.5,416.0,418.55
30487,ASOI ,CURITIBA,PR,2021-04-29,FOOD,-25.477073,-49.28966,418.55,0,32.2,347.78,660.0,901.5,1686.42,1183.98,384.98,299.36,831.14,708.1,387.4,1521.28,356.28,405.46,613.76,181.98,90.98,485.27,793.22,619.5,333.95,740.26,434.98,189.48,287.0,364.5,264.5,172.0,193.5,393.5,83.58
30597,ASOI ,CURITIBA,PR,2021-04-30,FOOD,-25.477073,-49.28966,83.58,0,16.72,418.55,347.78,660.0,901.5,1686.42,1183.98,384.98,299.36,831.14,708.1,387.4,1521.28,356.28,405.46,613.76,181.98,90.98,485.27,793.22,619.5,333.95,740.26,434.98,189.48,287.0,364.5,264.5,172.0,193.5,-999.0
6311,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-01-30,FOOD,-22.94733,-43.183534,829.62,15,55.31,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,167.39,869.15,892.32,738.74,1161.7,1517.48
6704,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-01-31,FOOD,-22.94733,-43.183534,1517.48,26,58.36,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,167.39,869.15,892.32,738.74,332.37
6776,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-01,FOOD,-22.94733,-43.183534,332.37,9,36.93,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,167.39,869.15,892.32,1000.16
7190,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-02,FOOD,-22.94733,-43.183534,1000.16,17,58.83,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,167.39,869.15,317.86
7277,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-03,FOOD,-22.94733,-43.183534,317.86,7,45.41,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,167.39,770.04
7585,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-04,FOOD,-22.94733,-43.183534,770.04,13,59.23,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,310.48,255.39
7753,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-05,FOOD,-22.94733,-43.183534,255.39,7,36.48,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,407.86,945.21
8170,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-06,FOOD,-22.94733,-43.183534,945.21,18,52.51,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,417.37,1310.25
8354,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-07,FOOD,-22.94733,-43.183534,1310.25,26,50.39,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,286.36,659.73
8516,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-08,FOOD,-22.94733,-43.183534,659.73,12,54.98,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,443.16,99.3
8694,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-09,FOOD,-22.94733,-43.183534,99.3,2,49.65,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,202.64,500.56
9014,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-10,FOOD,-22.94733,-43.183534,500.56,10,50.06,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,333.49,155.28
9172,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-11,FOOD,-22.94733,-43.183534,155.28,3,51.76,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,199.6,602.9
9475,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-12,FOOD,-22.94733,-43.183534,602.9,12,50.24,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,516.79,878.84
9749,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-13,FOOD,-22.94733,-43.183534,878.84,15,58.59,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,267.14,792.38
10000,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-14,FOOD,-22.94733,-43.183534,792.38,18,44.02,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,345.32,1006.87
10064,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-15,FOOD,-22.94733,-43.183534,1006.87,16,62.93,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,978.37,1033.25
10422,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-16,FOOD,-22.94733,-43.183534,1033.25,19,54.38,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,695.11,866.63
10684,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-17,FOOD,-22.94733,-43.183534,866.63,15,57.78,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,284.08,340.18
10814,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-18,FOOD,-22.94733,-43.183534,340.18,7,48.6,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,798.27,563.88
11041,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-19,FOOD,-22.94733,-43.183534,563.88,10,56.39,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,251.31,1389.0
11257,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-20,FOOD,-22.94733,-43.183534,1389.0,15,92.6,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,365.31,1045.04
11562,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-21,FOOD,-22.94733,-43.183534,1045.04,18,58.06,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,1045.93,354.99
11732,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-22,FOOD,-22.94733,-43.183534,354.99,8,44.37,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,539.08,590.03
12179,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-23,FOOD,-22.94733,-43.183534,590.03,11,53.64,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,303.89,191.47
12310,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-24,FOOD,-22.94733,-43.183534,191.47,4,47.87,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,155.07,553.38
12512,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-25,FOOD,-22.94733,-43.183534,553.38,10,55.34,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,649.8,845.42
12904,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-26,FOOD,-22.94733,-43.183534,845.42,16,52.84,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,556.31,858.73
13053,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-27,FOOD,-22.94733,-43.183534,858.73,16,53.67,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,646.82,1547.33
13203,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-02-28,FOOD,-22.94733,-43.183534,1547.33,22,70.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,829.62,811.4
13598,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-01,FOOD,-22.94733,-43.183534,811.4,14,57.96,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,1517.48,579.48
13713,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-02,FOOD,-22.94733,-43.183534,579.48,13,44.58,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,332.37,986.98
14112,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-03,FOOD,-22.94733,-43.183534,986.98,17,58.06,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,1000.16,478.23
14366,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-04,FOOD,-22.94733,-43.183534,478.23,8,59.78,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,317.86,536.48
14401,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-05,FOOD,-22.94733,-43.183534,536.48,9,59.61,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,770.04,770.91
14660,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-06,FOOD,-22.94733,-43.183534,770.91,15,51.39,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,255.39,1223.03
14968,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-07,FOOD,-22.94733,-43.183534,1223.03,20,61.15,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,945.21,728.48
15223,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-08,FOOD,-22.94733,-43.183534,728.48,11,66.23,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,1310.25,783.04
15463,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-09,FOOD,-22.94733,-43.183534,783.04,12,65.25,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,659.73,926.44
15734,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-10,FOOD,-22.94733,-43.183534,926.44,18,51.47,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,99.3,592.21
16010,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-11,FOOD,-22.94733,-43.183534,592.21,10,59.22,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,500.56,454.98
16447,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-12,FOOD,-22.94733,-43.183534,454.98,9,50.55,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,155.28,1114.47
16467,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-13,FOOD,-22.94733,-43.183534,1114.47,21,53.07,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,602.9,782.12
16866,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-14,FOOD,-22.94733,-43.183534,782.12,11,71.1,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,878.84,407.72
17084,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-15,FOOD,-22.94733,-43.183534,407.72,7,58.25,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,792.38,636.48
17466,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-16,FOOD,-22.94733,-43.183534,636.48,13,48.96,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,1006.87,436.79
17660,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-17,FOOD,-22.94733,-43.183534,436.79,9,48.53,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,1033.25,611.54
17840,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-18,FOOD,-22.94733,-43.183534,611.54,15,40.77,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,866.63,644.93
18364,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-19,FOOD,-22.94733,-43.183534,644.93,9,71.66,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,340.18,591.32
18517,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-20,FOOD,-22.94733,-43.183534,591.32,10,59.13,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,563.88,1030.44
18812,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-21,FOOD,-22.94733,-43.183534,1030.44,18,57.25,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1389.0,431.93
19145,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-22,FOOD,-22.94733,-43.183534,431.93,8,53.99,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,1045.04,1074.52
19569,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-23,FOOD,-22.94733,-43.183534,1074.52,18,59.7,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,354.99,469.16
19768,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-24,FOOD,-22.94733,-43.183534,469.16,9,52.13,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,590.03,375.5
20188,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-25,FOOD,-22.94733,-43.183534,375.5,6,62.58,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,191.47,778.01
20321,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-26,FOOD,-22.94733,-43.183534,778.01,13,59.85,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,553.38,442.29
20722,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-27,FOOD,-22.94733,-43.183534,442.29,9,49.14,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,845.42,947.27
20980,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-28,FOOD,-22.94733,-43.183534,947.27,16,59.2,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,858.73,674.0
21148,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-29,FOOD,-22.94733,-43.183534,674.0,12,56.17,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,1547.33,971.81
21680,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-30,FOOD,-22.94733,-43.183534,971.81,18,53.99,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,811.4,524.97
22041,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-03-31,FOOD,-22.94733,-43.183534,524.97,10,52.5,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,579.48,795.2
22230,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-04-01,FOOD,-22.94733,-43.183534,795.2,15,53.01,524.97,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,986.98,623.74
22536,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-04-02,FOOD,-22.94733,-43.183534,623.74,13,47.98,795.2,524.97,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,478.23,329.78
22962,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-04-03,FOOD,-22.94733,-43.183534,329.78,5,65.96,623.74,795.2,524.97,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,536.48,878.65
23127,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-04-04,FOOD,-22.94733,-43.183534,878.65,14,62.76,329.78,623.74,795.2,524.97,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,770.91,201.9
23455,CILAFIRMAI CIOLA ,RIO DE JANEIRO,RJ,2021-04-05,FOOD,-22.94733,-43.183534,201.9,5,40.38,878.65,329.78,623.74,795.2,524.97,971.81,674.0,947.27,442.29,778.01,375.5,469.16,1074.52,431.93,1030.44,591.32,644.93,611.54,436.79,636.48,407.72,782.12,1114.47,454.98,592.21,926.44,783.04,728.48,1223.03,448.07
